age,total_invested,risk_tolerance,months_active,app_sessions_month
43,71715,1,9,15
29,26016,3,1,18
30,18746,3,1,13
43,2420272,5,19,35
36,201758,2,5,19
35,967470,5,20,27
22,500694,1,10,25
37,1639799,2,40,33
24,220490,3,16,23
22,2438,3,4,19
29,33351,2,11,38
27,47898,2,5,16
30,23402,2,2,14
20,4366,5,2,17
39,410727,3,4,13
41,13888,4,1,18
18,25029,2,1,16
39,21037,2,5,15
25,77527,3,24,26
38,70767,4,6,21
31,88207,4,4,15
32,274258,2,2,17
30,22512,1,1,23
41,185677,2,8,11
22,123177,2,15,21
36,97621,3,4,13
40,311181,3,6,16
37,278080,2,9,16
50,27832,4,1,12
27,203076,3,3,21
39,370324,3,10,25
31,75393,4,9,23
41,24073,1,1,12
31,20965,3,2,12
28,560603,3,9,15
42,75432,3,2,18
28,1682237,3,13,17
20,2743,3,1,12
27,15876,3,1,18
36,11155,3,2,15
43,126809,3,20,25
32,50623,3,12,20
42,1000119,3,17,29
21,24949,3,4,16
28,417625,4,13,22
29,1287386,4,15,15
31,104772,1,4,20
32,236241,1,41,36
37,153966,2,15,25
28,1053588,1,29,34
33,71951,3,16,27
31,114550,1,11,21
24,2146307,4,23,25
31,120317,3,4,20
30,379688,2,12,29
30,1196,2,1,15
32,652757,2,10,20
32,9805269,4,12,24
28,1005361,4,10,28
42,294824,3,15,20
22,411859,2,4,13
26,165367,3,6,21
54,57785,3,1,14
23,14509,3,1,18
21,37508,1,8,17
37,8083,3,6,14
18,17151,4,1,18
30,28007,3,2,21
49,95757,3,3,15
19,185092,5,10,26
18,85127,3,7,19
20,9149,3,1,14
39,1553282,2,11,18
40,86689,2,2,12
27,88722,3,8,21
37,22993,3,1,13
43,2493423,3,49,43
46,14736,1,1,13
30,342212,3,10,17
18,272864,3,6,16
25,7404,1,1,22
28,12022,1,1,16
29,42513,2,3,18
30,699890,3,12,20
40,7122,2,1,16
42,112621,2,9,21
30,23263,1,8,18
40,69442,2,2,12
34,93767,3,1,9
32,625991,2,19,18
39,427564,4,2,12
32,2911,4,1,10
48,485967,2,9,15
20,16455,-1,1,17
27,962972,2,5,25
30,159284,3,1,15
35,318100,1,39,26
42,63410,3,4,18
31,29792,2,56,43
20,10740,2,3,11
38,8664,2,3,19
38,89333,4,19,26
18,571898,2,3,17
31,11274,5,4,21
19,5599,1,1,19
26,265067,3,24,30
24,602849,4,1,23
38,136076,1,11,18
32,527536,2,6,13
21,8228,3,1,11
39,3081,4,1,24
20,2642345,4,21,30
34,647281,4,10,16
25,51846,2,9,10
29,881708,1,4,22
36,8796,3,2,13
36,252266,2,9,16
42,123371,2,7,13
31,727684,4,10,25
34,318645,3,3,18
28,1266633,4,34,33
33,5661,3,1,13
35,25651,2,1,16
31,179198,1,19,31
18,643946,1,8,15
34,15112,2,3,12
34,2484181,3,11,24
26,125035,-1,4,25
21,4428,2,1,18
43,194132,4,8,21
35,28354,4,2,13
30,33515,2,1,10
22,72617,2,2,19
25,829696,3,5,24
42,23792,2,1,17
33,1532589,3,17,23
27,163214,4,6,17
36,31889,3,2,15
25,59322,2,9,30
44,2204862,-1,13,18
42,997072,3,7,15
28,86962,3,1,14
26,445052,3,1,21
18,578537,4,15,30
20,59126,3,2,19
21,102029,2,1,14
33,2317492,1,8,14
29,16004,3,1,15
21,387205,4,37,26
29,125677,4,16,23
36,281638,1,7,20
36,813950,-1,14,29
18,10675,2,5,16
30,623736,3,12,23
20,30956,3,8,21
39,17545,3,1,13
38,2974936,3,23,24
24,141686,2,15,19
25,29694,1,24,36
28,650920,1,10,20
18,68305,2,4,10
34,112290,3,1,17
29,54343,3,1,13
39,4090,3,1,15
23,32322,3,1,14
27,781899,3,6,28
19,414808,1,9,23
23,72556,2,3,17
22,118862,4,6,21
39,33862,3,3,17
26,232267,1,9,23
32,2814806,2,35,34
28,351135,2,9,19
21,11827,2,1,12
30,87269,5,5,11
36,73595,3,11,12
22,173873,2,6,24
38,501134,4,24,39
25,23226,3,1,14
28,424118,4,2,17
36,41009,3,1,16
26,324117,4,11,23
32,270807,-1,5,20
29,36666,1,1,10
33,7656,4,2,16
18,33816,1,5,13
18,444031,1,44,40
36,24729,2,3,12
40,24246,4,1,24
24,20728,3,5,17
